Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Class
51,0,77,0,52,0,26,26,0,1
45,0,83,0,44,-14,37,39,2,1
51,0,78,-4,52,1,27,26,0,1
47,1,86,-6,46,0,39,39,0,1
50,0,110,1,50,0,60,61,2,1
37,0,82,0,24,-9,45,59,14,1
38,-2,82,2,38,0,44,43,0,1
39,-3,79,1,38,0,40,40,0,1
47,0,86,-2,46,0,39,39,0,1
47,1,86,3,46,0,39,40,0,1
37,2,83,0,36,0,45,46,2,1
51,0,82,5,52,4,31,30,0,1
49,0,80,0,50,21,31,31,0,1
37,0,77,-1,-20,8,41,98,58,1
51,0,88,-1,50,-4,37,39,2,1
37,0,78,0,-6,-15,42,86,44,1
45,1,84,0,44,-6,39,41,2,1
46,1,83,0,46,18,37,37,0,1
37,0,79,1,-2,0,41,81,40,1
44,1,81,0,44,3,38,37,0,1
41,0,79,0,42,23,39,38,0,1
46,0,92,1,46,0,46,46,0,1
44,0,81,1,44,17,37,37,0,1
53,4,86,0,54,16,33,32,0,1
37,-5,102,0,36,12,65,66,2,1
45,1,86,0,44,-4,40,42,2,1
53,0,90,0,54,12,37,36,0,1
43,0,81,-1,42,-7,37,39,2,1
43,0,76,0,44,29,32,32,0,1
51,5,78,0,52,20,27,26,0,1
41,4,79,0,42,12,38,38,0,1
42,4,77,0,42,1,35,35,0,1
49,0,81,0,46,-21,32,34,2,1
41,0,81,1,42,6,39,39,0,1
45,3,81,0,44,0,36,37,2,1
47,0,76,-2,46,0,29,29,0,1
44,0,83,0,44,10,39,39,0,1
45,0,86,0,44,-11,40,42,2,1
49,5,81,0,50,5,32,32,0,1
37,0,76,0,36,-13,39,40,2,1
39,-3,77,-1,38,0,38,39,0,1
46,2,83,3,44,-27,37,39,2,1
42,-3,86,-1,42,-2,44,44,0,1
45,-1,83,0,44,-3,37,39,2,1
47,0,108,-4,46,0,61,62,0,1
45,0,88,-37,46,-302,42,41,0,1
45,0,80,0,44,-23,35,36,2,1
46,1,107,-7,46,4,61,60,0,1
49,0,88,0,46,-16,39,41,2,1
39,-3,79,-3,38,0,40,40,0,1
37,0,79,-3,36,-1,41,43,2,1
46,0,85,2,46,10,39,39,0,1
37,2,79,4,0,0,42,79,38,1
59,0,86,0,60,18,28,27,0,1
45,-8,83,0,44,82,38,39,0,1
37,0,77,0,0,9,41,77,36,1
55,0,79,0,6,-1,23,74,50,4
55,0,82,0,-32,16,26,115,90,4
56,-1,96,-4,52,0,40,44,4,4
56,0,77,0,-14,27,21,92,72,4
55,0,95,-2,52,-23,40,44,4,4
56,3,98,-3,38,-2,42,59,18,4
56,0,92,0,0,28,36,92,56,4
55,0,77,2,-24,-19,21,103,82,4
56,0,77,0,-18,18,21,95,74,4
55,-1,98,0,50,-13,42,49,6,4
55,0,77,0,-28,-2,22,106,84,4
56,1,76,0,-14,25,20,92,72,4
56,-1,96,5,42,0,40,55,14,4
55,0,79,1,20,0,24,59,34,4
56,0,92,-4,0,0,36,92,56,4
55,0,78,0,16,-2,23,63,40,4
55,0,78,0,18,9,23,60,38,4
56,3,77,0,10,-16,22,67,46,4
56,0,77,0,-2,15,21,79,58,4
56,0,95,0,46,3,40,49,10,4
55,0,96,3,38,-20,41,57,16,4
55,0,77,0,-20,-11,21,97,76,4
56,0,98,-1,44,17,42,54,12,4
56,-2,97,0,42,-10,41,55,14,4
55,-2,97,0,52,0,41,45,4,4
55,-1,98,0,42,-12,42,57,14,4
55,0,78,0,10,0,23,68,46,4
55,0,96,0,46,16,41,50,8,4
55,-1,98,0,42,-2,42,57,14,4
55,0,77,-2,16,-6,21,61,40,4
56,0,78,0,44,16,22,34,12,4
55,0,77,3,30,0,22,46,24,4
56,-3,99,0,50,10,43,49,6,4
55,0,79,0,12,-7,23,66,42,4
55,-1,98,0,50,-18,42,49,6,4
55,0,78,0,8,18,23,70,48,4
56,0,95,0,42,-15,40,54,14,4
55,-1,93,1,46,0,37,46,8,4
55,0,79,0,10,-5,23,68,46,4
55,0,77,0,-24,26,21,103,82,4
56,0,77,0,-12,-19,21,90,68,4
55,0,95,0,38,-16,40,57,16,4
55,-1,98,0,44,22,42,54,12,4
55,0,79,1,12,0,23,66,42,4
55,0,77,0,16,-30,22,62,40,4
55,0,77,0,24,-1,22,54,32,4
56,0,81,0,-2,1,25,83,58,4
56,1,98,0,52,6,42,46,4,4
55,-1,98,0,52,16,42,46,4,4
56,0,97,-3,46,-11,41,51,10,4
55,0,95,2,38,1,40,57,16,4
56,0,97,0,52,7,41,45,4,4
55,0,99,2,50,15,43,49,6,4
55,0,95,0,46,29,40,49,8,4
55,0,77,0,-30,-10,22,108,86,4
55,0,77,0,-12,-26,21,90,68,4
56,3,98,0,50,-1,42,49,6,4
56,0,95,0,46,-1,40,49,10,4
56,0,82,2,-12,7,26,95,68,4
55,0,97,0,46,-15,41,50,8,4
56,0,97,0,52,11,41,45,4,4
55,-1,99,6,46,0,43,52,8,4
55,0,77,6,-10,0,22,88,66,4
56,0,81,0,-2,-4,25,83,58,4
56,0,96,3,42,7,40,55,14,4
56,1,78,0,16,-6,22,63,40,4
55,-1,77,-1,24,0,22,54,32,4
56,0,81,0,-4,9,25,86,62,4
55,0,76,-3,-12,-23,21,89,68,4
55,0,97,4,46,0,42,51,8,4
56,-1,98,0,52,0,42,46,4,4
56,-1,95,0,52,0,40,44,4,4
55,0,92,0,-4,-2,36,97,60,4
56,0,77,1,0,1,22,77,56,4
56,0,92,0,0,0,36,92,56,4
55,0,77,-2,-4,20,21,82,60,4
55,0,98,3,46,0,42,51,8,4
56,0,77,1,-4,-8,21,82,62,4
55,-5,97,0,46,0,41,50,8,4
55,0,97,0,52,16,41,45,4,4
55,0,96,0,52,-3,41,44,4,4
56,2,77,0,0,0,22,77,56,4
55,-4,78,1,44,0,23,34,12,4
55,-1,77,0,28,14,22,49,26,4
55,0,77,0,-4,-26,21,82,60,4
55,0,77,0,18,-14,22,59,38,4
55,0,77,0,-6,-17,21,85,64,4
55,-3,97,0,50,0,41,48,6,4
56,-2,97,0,44,9,41,53,12,4
55,0,92,0,30,-15,37,61,24,4
55,0,81,0,-6,-3,25,88,64,4
56,0,92,0,0,1,36,92,56,4
56,3,97,4,52,0,40,45,4,4
55,0,96,0,44,-4,41,52,12,4
55,0,93,0,0,-8,38,93,56,4
55,0,93,0,52,-30,38,42,4,4
56,4,95,0,46,-1,40,49,10,4
55,0,97,0,46,27,41,50,8,4
55,-1,80,-1,-4,8,25,85,60,4
55,-2,77,0,26,-12,22,52,30,4
55,0,81,-2,-14,-4,26,97,70,4
56,0,76,0,-14,6,20,92,72,4
56,0,78,4,24,0,22,55,32,4
56,2,98,7,46,0,42,51,10,4
56,1,95,0,44,26,40,51,12,4
55,0,76,0,-12,22,21,89,68,4
56,0,97,0,44,-17,41,53,12,4
55,0,82,1,-10,5,26,92,66,4
56,0,92,-7,0,1,36,92,56,4
56,0,81,0,0,4,25,81,56,4
55,0,79,4,0,0,23,79,56,4
56,0,96,0,38,-24,40,57,18,4
55,0,78,-2,0,-6,23,78,56,4
56,0,79,0,16,20,23,63,40,4
55,0,77,3,-20,-30,21,97,76,4
56,0,95,-1,42,-2,40,54,14,4
55,-4,97,0,46,0,42,51,8,4
56,0,97,-2,50,-21,41,48,6,4
56,5,97,4,50,0,41,48,8,4
56,5,97,-3,46,0,41,51,10,4
55,0,79,0,6,5,23,74,50,4
55,0,77,-4,30,0,21,46,24,4
55,-2,74,2,-4,-3,19,79,60,4
56,0,92,0,50,10,36,43,6,4
56,-1,78,-6,6,-17,22,73,50,4
56,0,80,3,0,20,24,80,56,4
55,0,82,0,-42,-26,26,126,100,4
56,0,79,-4,8,27,24,72,48,4
56,0,98,6,46,0,42,51,10,4
55,0,93,0,10,0,37,82,46,4
55,0,95,-1,38,-28,40,57,16,4
55,0,96,0,52,-28,41,44,4,4
56,0,95,-1,52,0,40,44,4,4
56,0,80,-2,6,5,24,75,50,4
55,0,77,0,38,-2,22,39,16,4
56,0,95,-4,52,0,40,44,4,4
56,0,77,6,-2,-30,22,80,58,4
56,-1,78,-5,44,13,22,34,12,4
55,-1,98,5,46,0,42,51,8,4
56,0,97,0,44,-22,41,53,12,4
56,5,72,11,0,0,16,72,56,4
55,4,77,0,26,-22,22,52,30,4
56,0,98,8,52,0,42,46,4,4
55,0,77,0,-24,-5,21,103,82,4
55,0,77,0,24,-8,21,54,32,4
56,0,77,0,16,-10,22,62,40,4
56,2,77,-6,24,0,22,54,32,4
55,0,96,7,46,0,41,50,8,4
55,-1,78,-4,0,-12,23,78,56,4
55,-3,81,0,-4,0,25,86,60,4
55,0,78,-1,6,-3,23,73,50,4
56,1,76,0,-18,-8,20,94,74,4
55,0,77,0,30,-25,22,46,24,4
55,0,77,0,-18,-20,21,95,74,4
56,0,95,0,44,30,40,51,12,4
55,0,96,1,38,-22,41,57,16,4
56,0,97,0,50,-19,41,48,6,4
56,0,78,0,44,2,22,34,12,4
56,0,97,8,50,0,41,48,6,4
55,0,79,-1,20,-1,23,58,34,4
55,-4,96,0,52,13,41,44,4,4
56,0,79,-1,26,-3,23,53,30,4
55,0,79,0,20,-5,23,58,34,4
56,0,97,0,52,10,41,45,4,4
55,0,96,0,44,26,41,52,12,4
55,-3,81,0,-2,0,25,83,58,4
56,0,95,-1,44,20,40,51,12,4
55,0,97,0,52,19,41,45,4,4
55,0,77,-1,28,-4,21,48,28,4
55,-2,96,0,52,7,41,44,4,4
55,0,81,0,-10,-6,25,91,66,4
55,0,78,6,18,1,23,60,38,4
56,0,82,5,-12,0,26,95,68,4
55,0,78,0,12,26,23,65,42,4
55,-1,79,0,6,9,23,74,50,4
56,0,78,0,8,2,22,70,48,4
55,0,79,0,10,13,23,68,46,4
56,0,78,0,12,5,22,65,42,4
56,0,77,0,-14,3,21,92,72,4
55,0,93,-2,46,-13,37,46,8,4
55,0,98,0,42,-15,42,57,14,4
56,0,76,0,-18,0,20,94,74,4
55,0,95,0,50,-6,40,46,6,4
56,-1,97,0,50,8,41,48,6,4
56,0,92,0,46,-28,36,46,10,4
56,0,98,0,46,22,42,51,10,4
55,0,97,0,50,21,41,48,6,4
55,-4,79,0,16,5,23,63,40,4
55,0,78,0,6,-24,23,73,50,4
55,0,95,0,50,16,40,46,6,4
56,0,76,0,-2,29,20,79,58,4
56,0,79,-1,6,-3,23,74,50,4
56,0,96,-1,50,-1,40,47,6,4
56,2,95,0,46,0,40,49,10,4
56,0,96,-6,46,1,40,50,10,4
55,0,95,0,50,-21,40,46,6,4
55,0,82,-2,-30,25,26,113,86,4
56,2,78,0,42,0,22,37,14,4
55,0,82,0,-36,-4,26,118,92,4
56,0,81,4,-22,0,25,104,80,4
56,0,97,0,52,5,41,45,4,4
56,0,77,0,-10,2,21,87,66,4
55,0,77,-3,28,-14,21,48,28,4
56,0,76,0,-12,14,20,89,68,4
56,0,76,0,-10,8,20,86,66,4
55,0,96,0,52,8,41,44,4,4
55,0,95,0,38,-25,40,57,16,4
55,0,96,0,46,-24,41,50,8,4
55,-1,98,1,46,0,42,51,8,4
55,0,98,1,52,-12,42,46,4,4
56,1,81,-4,-10,-4,25,91,66,4
55,0,78,0,46,28,23,32,8,4
55,0,77,0,-14,-4,21,92,70,4
55,0,95,0,36,29,40,59,20,4
56,0,77,-7,24,0,22,54,32,4
56,0,95,0,50,-8,39,46,6,4
56,1,99,0,50,8,42,49,8,4
56,0,97,0,50,17,40,48,8,4
55,0,78,0,46,9,23,32,8,4
56,2,98,0,44,-23,42,54,12,4
55,0,77,0,-18,-2,21,95,74,4
55,4,79,0,42,0,24,37,14,4
56,0,95,-2,46,0,39,48,10,4
55,0,95,0,46,-20,40,49,8,4
55,0,92,0,-4,11,36,97,60,4
56,0,98,5,50,-3,42,49,8,4
55,3,93,0,52,0,38,42,4,4
55,0,77,-1,28,-3,21,48,28,4
56,0,98,0,46,16,42,51,10,4
55,0,77,0,-24,17,21,103,82,4
56,0,95,0,44,21,40,51,12,4
55,0,79,0,8,-5,23,71,48,4
56,1,96,0,52,-2,40,44,4,4
56,0,77,0,20,-28,22,57,36,4
56,0,78,0,6,-13,22,73,50,4
55,0,98,0,46,-11,42,51,8,4
56,0,95,0,50,28,40,46,6,4
55,0,77,-5,18,2,22,59,38,4
56,6,72,5,0,0,16,72,56,4
55,0,92,0,-4,-30,36,97,60,4
55,0,96,-2,52,24,41,44,4,4
55,-4,80,-2,20,-7,25,59,34,4
56,0,97,0,50,14,41,48,6,4
55,-3,96,0,52,9,41,44,4,4
56,0,97,0,42,0,40,55,14,4
56,0,76,-7,-18,0,20,94,74,4
56,3,79,0,-4,0,24,85,62,4
55,0,77,-2,-4,136,21,82,60,4
55,-1,98,0,50,-23,42,49,6,4
55,0,93,2,44,-1,37,49,12,4
56,0,95,-1,44,0,40,51,12,4
56,0,78,4,10,7,22,68,46,4
56,-1,79,0,26,-10,23,53,30,4
56,0,79,0,12,-16,23,66,42,4
56,0,97,0,44,-21,41,53,12,4
55,0,77,0,-4,8,21,82,60,4
56,-4,76,7,0,0,20,76,56,4
56,0,95,0,42,31,40,54,14,4
55,4,77,0,-22,0,22,101,78,4
56,0,95,0,52,-30,40,44,4,4
55,0,76,0,-14,21,21,92,70,4
56,0,97,-3,46,0,41,50,10,4
56,0,79,0,8,0,24,72,48,4
56,0,91,0,2,13,35,88,54,4
55,0,79,0,18,-25,23,61,38,4
55,-3,79,0,6,0,23,74,50,4
56,-1,98,4,50,23,42,49,6,4
55,0,76,0,-18,-3,21,94,74,4
56,-2,97,0,46,13,41,51,10,4
56,0,92,0,0,19,36,92,56,4
56,0,96,8,46,0,40,50,10,4
55,0,82,0,-40,-14,26,123,96,4
56,4,99,4,42,-1,43,57,14,4
56,4,97,-7,50,0,41,48,6,4
56,1,98,0,52,5,42,46,4,4
55,0,77,0,8,0,22,70,48,4
56,1,96,0,38,-7,40,57,18,4
56,0,97,-5,52,0,41,45,4,4
56,0,97,6,52,-2,41,45,4,4
55,0,79,-1,24,-2,23,55,32,4
56,2,76,0,-18,-9,20,94,74,4
55,0,97,1,46,-11,41,50,8,4
56,0,97,-7,52,13,41,45,4,4
56,0,92,0,-2,-3,36,95,58,4
56,3,96,3,52,0,40,44,4,4
55,0,78,0,2,14,23,75,52,4
56,0,77,0,-22,0,22,101,80,4
55,0,96,0,50,4,41,47,6,4
56,0,95,-6,42,23,40,54,14,4
56,0,97,0,38,6,41,58,18,4
56,0,92,6,50,0,36,43,6,4
55,0,82,1,-18,-9,26,100,74,4
55,0,97,0,46,-1,41,50,8,4
56,0,92,-5,50,0,36,42,6,4
56,0,78,5,-22,0,22,101,80,4
56,5,77,0,16,0,21,61,40,4
56,0,97,0,50,8,41,48,6,4
55,0,97,-6,50,0,41,48,6,4
55,0,77,0,-24,14,22,103,82,4
55,0,95,0,36,0,40,59,20,4
55,-3,98,0,52,0,42,46,4,4
55,0,77,0,-28,-24,21,105,84,4
55,0,95,-5,44,12,40,51,12,4
55,0,77,0,26,13,21,51,30,4
56,0,79,0,10,17,23,68,46,4
55,0,82,0,-42,-24,26,126,100,4
56,1,97,0,52,7,41,45,4,4
56,-1,95,0,52,-8,40,44,4,4
55,0,81,-1,-14,-6,26,97,70,4
55,0,93,0,38,-7,37,54,16,4
56,0,78,0,42,-19,22,37,14,4
56,0,95,0,46,-2,40,49,10,4
55,0,78,0,10,-30,23,68,46,4
56,0,77,0,-12,18,21,90,68,4
56,0,100,3,50,0,44,51,6,4
55,0,82,0,-22,-8,26,105,78,4
56,0,97,4,50,-16,41,48,6,4
55,-1,99,-2,50,0,43,49,6,4
56,0,79,2,26,-3,23,53,30,4
56,0,97,0,42,28,41,55,14,4
55,0,95,0,42,-12,40,54,14,4
56,0,77,0,-4,31,21,82,62,4
55,0,93,0,42,-2,37,51,14,4
56,4,97,0,38,31,40,58,18,4
56,0,78,-2,44,10,22,34,12,4
53,10,77,0,-22,0,25,101,76,4
55,0,79,5,24,-10,23,55,32,4
56,0,95,-1,42,0,40,54,14,4
56,0,97,0,38,9,41,58,18,4
55,0,98,0,44,-14,42,54,12,4
53,6,77,0,-22,0,25,101,76,4
56,-1,97,-1,50,-1,41,48,6,4
55,0,79,-3,24,-6,23,55,32,4
55,0,81,0,-6,4,25,88,64,4
56,0,77,0,-2,18,21,79,58,4
56,3,98,0,46,1,42,51,10,4
55,0,95,0,46,0,40,49,8,4
56,0,92,0,0,7,36,92,56,4
55,0,82,0,-36,6,26,118,92,4
55,-1,95,0,44,30,40,51,12,4
55,0,97,0,50,-20,41,48,6,4
55,0,79,0,24,0,23,55,32,4
56,0,78,-5,6,0,22,73,50,4
55,0,78,0,10,-21,23,68,46,4
55,0,78,6,12,-1,23,65,42,4
55,0,77,-7,16,0,21,61,40,4
56,0,78,5,0,7,22,78,56,4
55,0,95,0,42,-3,40,54,14,4
56,0,97,0,42,8,41,55,14,4
55,0,95,0,46,23,40,49,8,4
56,0,92,0,50,13,36,43,6,4
55,0,78,0,2,5,23,75,52,4
55,0,77,0,18,-4,22,59,38,4
56,0,78,-1,6,-3,22,73,50,4
56,0,97,0,50,-2,41,48,6,4
56,0,97,4,52,18,41,46,4,4
55,0,96,0,38,-17,41,57,16,4
55,0,95,-1,44,27,40,51,12,4
56,0,92,0,52,26,36,40,4,4
56,5,80,0,-10,0,24,90,66,4
55,0,78,0,16,-3,23,63,40,4
56,0,77,0,18,8,22,59,38,4
56,0,98,3,50,-2,42,49,8,4
55,0,77,0,0,-6,22,77,56,4
56,0,92,0,52,5,36,40,4,4
55,0,77,0,-24,24,21,103,82,4
56,0,95,-2,50,0,40,46,6,4
56,0,97,0,52,19,41,45,4,4
56,0,77,4,0,0,21,77,56,4
55,0,77,0,-4,-27,21,82,60,4
55,0,77,0,18,-23,22,59,38,4
55,0,93,0,6,-11,37,88,50,4
55,0,78,-1,8,1,23,70,48,4
55,0,77,2,10,0,22,67,46,4
55,0,93,0,8,22,37,85,48,4
56,0,76,0,-4,9931,20,81,62,4
55,-3,81,3,-4,0,25,86,60,4
55,0,99,-5,50,0,43,49,6,4
55,0,77,0,-22,16,21,100,78,4
55,0,96,0,50,25,41,47,6,4
56,0,96,1,36,20,40,60,20,4
56,0,96,-2,52,-2,40,44,4,4
56,0,78,4,10,0,22,68,46,4
56,0,77,0,-4,25,21,82,62,4
56,0,96,0,52,24,40,44,4,4
55,0,93,0,16,-4,38,78,40,4
56,4,97,0,46,18,41,51,10,4
55,0,77,0,24,-14,21,54,32,4
56,0,81,-4,-4,0,25,86,62,4
56,0,78,0,24,0,22,55,32,4
55,0,77,0,18,-25,22,59,38,4
55,0,98,-2,42,-3,42,57,14,4
55,0,78,0,42,0,23,37,14,4
55,-1,97,0,50,0,41,48,6,4
56,0,97,8,50,-5,41,48,6,4
55,0,82,0,-12,-17,26,95,68,4
55,0,93,0,50,12,37,44,6,4
56,0,95,-1,44,-12,40,51,12,4
55,0,77,0,6,-28,22,72,50,4
55,5,96,0,52,0,41,44,4,4
56,5,75,13,-4,0,19,80,62,4
55,0,95,-1,36,-5,39,59,20,4
55,0,95,0,52,-2,40,44,4,4
56,0,77,0,46,10,22,31,10,4
56,0,78,1,0,13,22,78,56,4
55,0,78,-3,8,-8,23,70,48,4
55,0,79,0,20,31,23,58,34,4
56,0,77,-2,12,0,22,65,42,4
56,0,95,0,50,30,40,46,6,4
56,0,96,0,52,-5,40,44,4,4
55,-2,98,-7,46,-10,42,51,8,4
55,0,92,0,34,-4,37,59,22,4
56,0,95,0,42,-8,40,54,14,4
55,0,93,-2,46,-17,37,46,8,4
55,0,95,0,44,-25,40,51,12,4
55,0,92,0,10,6,37,82,46,4
56,0,97,0,52,22,41,46,4,4
55,0,97,-6,42,0,42,56,14,4
56,2,77,0,24,0,21,54,32,4
55,0,98,0,52,22,42,46,4,4
55,0,98,-2,50,15,42,49,6,4
56,0,93,-6,50,0,37,44,6,4
55,0,93,1,6,0,38,88,50,4
56,0,97,0,44,-14,41,53,12,4
56,0,97,0,38,7,41,58,18,4
55,0,82,0,-18,-3,26,100,74,4
55,0,92,0,-4,13,36,97,60,4
55,0,95,0,52,-16,40,44,4,4
55,0,92,0,26,-19,36,66,30,4
55,0,93,0,6,-2,37,88,50,4
56,-1,78,-4,44,10,22,34,12,4
55,0,77,0,42,-29,22,36,14,4
55,0,93,0,16,4,38,78,40,4
55,0,76,-1,-22,-4,21,99,78,4
55,0,82,0,-38,6,26,121,94,4
55,0,95,0,42,-6,40,54,14,4
56,0,81,0,-2,3,25,83,58,4
55,0,77,0,-12,-5,21,90,68,4
56,2,98,0,52,5,42,46,4,4
56,-3,96,-1,52,0,40,44,4,4
55,-3,98,0,46,10,42,51,8,4
56,5,97,0,50,0,41,48,6,4
55,1,96,4,50,0,41,47,6,4
55,0,97,6,46,0,41,50,8,4
55,0,77,0,0,-18,22,77,56,4
56,0,98,0,44,26,42,54,12,4
56,0,96,8,46,-19,40,50,10,4
56,0,95,0,52,-25,39,44,4,4
55,-3,97,0,46,0,42,51,8,4
56,0,81,3,-2,0,25,83,58,4
56,-2,96,-3,52,-3,40,44,4,4
55,0,78,0,44,-7,23,34,12,4
55,0,93,-1,16,-30,38,78,40,4
55,0,77,0,-14,24,21,92,70,4
55,0,77,0,-18,16,21,95,74,4
56,4,77,0,24,0,21,54,32,4
55,-1,78,6,24,0,23,55,32,4
55,0,77,0,-14,-7,21,92,70,4
55,0,98,-1,46,-1,42,51,8,4
56,3,97,0,42,-8,40,55,14,4
55,0,95,6,36,-13,40,59,20,4
56,0,81,0,-10,-11,25,91,66,4
55,0,95,-6,46,0,40,49,8,4
56,0,79,0,16,12,23,63,40,4
56,0,97,-1,50,10,41,48,6,4
55,-1,93,0,52,0,38,42,4,4
55,0,97,0,50,22,42,48,6,4
56,0,81,0,0,21,25,81,56,4
56,5,97,-6,46,0,41,51,10,4
56,1,77,0,-24,3,21,103,82,4
55,0,77,0,18,11,22,59,38,4
56,2,97,0,52,0,40,45,4,4
55,0,77,0,10,17,22,67,46,4
56,0,81,0,-6,-20,25,89,64,4
55,0,99,0,46,-30,43,52,8,4
56,0,97,-6,46,0,41,51,10,4
56,5,97,2,52,0,40,45,4,4
56,0,97,-4,46,0,41,51,10,4
55,0,77,-1,26,-10,21,51,30,4
55,0,81,0,-20,13,26,102,76,4
55,0,96,0,44,3,41,52,12,4
56,0,78,0,6,-11,22,73,50,4
56,3,98,0,44,-29,42,54,12,4
56,0,78,-6,0,0,22,78,56,4
55,0,77,5,10,0,22,67,46,4
56,0,77,0,-14,2,21,92,72,4
56,0,78,0,6,-7,22,73,50,4
55,0,80,0,-4,7,25,85,60,4
55,0,95,0,42,1,40,54,14,4
55,0,81,-2,-18,-25,26,99,74,4
56,0,97,3,52,0,41,46,4,4
55,0,96,0,42,27,41,55,14,4
56,0,95,0,50,-26,40,46,6,4
55,0,93,-3,0,0,37,93,56,4
55,-4,97,0,50,0,42,48,6,4
55,0,98,0,52,-15,42,46,4,4
56,0,96,0,38,-7,40,57,18,4
56,0,81,0,-18,-26,25,99,74,4
55,0,96,1,44,7,41,52,12,4
55,0,81,0,-10,-13,25,91,66,4
56,0,81,0,-14,-3,25,97,72,4
56,5,98,0,42,-6,42,57,14,4
56,0,76,0,-4,-2,20,81,62,4
55,0,79,0,12,-2,23,66,42,4
55,0,78,3,44,0,23,34,12,4
55,0,95,0,52,24,40,44,4,4
55,0,92,0,28,-5,36,63,28,4
56,1,97,0,42,-4,40,55,14,4
56,4,95,0,46,-19,40,49,10,4
56,0,79,6,-4,0,23,84,62,4
55,0,92,0,26,-9,36,66,30,4
55,0,77,0,26,-7,21,51,30,4
56,3,95,0,46,3,39,49,10,4
55,0,78,-1,0,-5,23,78,56,4
55,0,78,0,16,-30,23,63,40,4
56,0,81,0,-6,-21,25,88,64,4
55,0,77,0,-10,0,22,88,66,4
56,-1,95,0,44,1,40,51,12,4
56,0,79,-2,6,-6,23,74,50,4
56,0,95,0,46,-10,40,49,10,4
56,0,99,0,50,0,43,49,6,4
55,0,98,0,50,-5,42,49,6,4
55,0,95,0,50,6,40,46,6,4
56,3,80,0,-4,9,24,85,62,4
56,0,95,0,44,-5,40,51,12,4
55,0,77,0,-2,0,21,79,58,4
56,3,76,0,-18,-2,20,94,74,4
56,0,95,0,50,4,40,46,6,4
55,-1,98,0,52,0,42,46,4,4
55,0,71,-3,0,0,16,71,56,4
55,0,95,0,34,-15,40,62,22,4
55,0,82,0,-20,2,26,103,76,4
55,0,78,0,2,-18,23,75,52,4
55,-2,98,2,50,8,42,49,6,4
55,0,92,0,36,-3,37,56,20,4
56,0,80,8,-4,0,24,85,62,4
56,-2,79,0,26,-15,23,53,30,4
55,0,77,-3,16,0,21,61,40,4
56,0,96,3,42,6,40,55,14,4
55,0,99,2,50,14,43,49,6,4
56,1,93,-1,50,0,37,44,6,4
55,0,77,-5,0,0,21,77,56,4
55,0,82,0,-20,12,26,103,76,4
56,0,96,0,52,6,40,44,4,4
55,0,80,0,-4,0,25,85,60,4
55,-1,77,0,16,-8,22,62,40,4
56,0,78,0,8,-18,22,70,48,4
55,-1,99,2,42,0,43,57,14,4
55,0,95,0,50,-29,40,46,6,4
56,0,97,-5,52,19,41,45,4,4
56,0,76,0,-14,-23,20,92,72,4
55,0,77,0,16,28,22,62,40,4
56,0,98,0,52,23,42,46,4,4
55,0,78,0,16,-10,23,63,40,4
56,0,97,6,50,-6,41,48,6,4
55,0,81,-1,-14,0,26,97,70,4
55,0,82,5,-14,-2,26,97,70,4
55,0,77,6,28,0,22,49,26,4
56,0,97,0,50,6,41,48,6,4
55,0,77,0,-10,4,21,87,66,4
56,0,95,1,44,0,40,51,12,4
56,0,77,2,-4,-13,21,82,62,4
55,0,93,0,2,-12,38,91,52,4
55,0,78,1,10,9,23,68,46,4
56,5,98,0,44,22,42,54,12,4
55,0,93,-1,10,-2,37,82,46,4
55,0,97,-2,46,-3,41,50,8,4
56,0,79,1,-2,-29,23,81,58,4
55,0,93,0,0,-9,38,93,56,4
55,0,77,0,16,-2,22,62,40,4
55,0,78,-1,8,-3,23,70,48,4
55,0,92,3,-4,4,36,97,60,4
56,0,77,0,20,-30,22,57,36,4
55,0,77,0,-30,-21,22,108,86,4
55,0,79,0,10,0,23,68,46,4
56,0,78,3,10,4,22,68,46,4
56,0,97,-1,50,-25,41,48,6,4
56,1,81,0,-6,3,25,88,64,4
55,0,82,0,-24,-5,26,108,82,4
56,0,77,0,44,-1,22,34,12,4
55,-1,98,2,50,0,42,49,6,4
55,0,77,0,18,-12,22,59,38,4
56,0,77,0,46,-4,22,31,10,4
56,0,96,-3,50,-5,40,47,6,4
56,1,96,0,52,0,40,44,4,4
56,0,97,0,44,5,41,53,12,4
55,0,77,0,12,30,21,64,42,4
56,-2,76,16,0,0,20,76,56,4
55,0,93,0,50,5,37,44,6,4
55,0,92,0,-4,-20,36,97,60,4
56,0,77,0,18,17,22,59,38,4
56,4,95,0,50,31,40,46,6,4
55,0,77,0,10,13,22,67,46,4
56,3,80,0,-2,1,24,83,58,4
55,0,78,0,44,-21,23,34,12,4
56,1,97,0,52,31,41,45,4,4
56,-1,97,7,52,0,41,45,4,4
55,0,95,-5,52,-25,40,44,4,4
56,0,77,0,-20,28,21,97,76,4
55,-5,77,0,16,0,22,62,40,4
55,0,97,0,46,15,41,50,8,4
55,0,77,-2,16,-5,22,62,40,4
56,0,97,-2,50,-3,41,48,6,4
56,0,78,0,16,-3,22,63,40,4
55,0,82,0,-38,-13,26,121,94,4
56,0,76,0,-10,20,20,86,66,4
55,0,92,-6,44,-9,37,48,12,4
55,0,79,-2,24,-5,23,55,32,4
56,0,77,0,-6,5,21,85,64,4
55,0,92,0,-6,-23,36,99,64,4
